0,1
0.0,601.0
0.0,4000.0
0.6,4000.05512
1.2,4000.49609
1.8,4001.37789
2.4,4002.70021
3.0,4004.46264
3.6,4006.66457
4.2,4009.3053
4.8,4012.38395
5.4,4015.89953
6.0,4019.95025
6.6,4024.34641
7.2,4029.29584
7.8,4034.56677
8.4,4040.4084
9.0,4046.69853
9.6,4053.43509
10.2,4060.61584
10.8,4068.23844
11.4,4076.30041
12.0,4085.00196
12.6,4094.15791
13.2,4103.76522
13.8,4113.82073
14.4,4124.32116
15.0,4135.5169
15.6,4147.17072
16.2,4159.27878
16.8,4171.83713
17.4,4185.13572
18.0,4198.89616
18.6,4213.11393
19.2,4228.10832
19.8,4243.57031
20.4,4259.49481
21.0,4276.23012
21.6,4293.43685
22.2,4311.10937
22.8,4329.62458
23.4,4349.00552
24.0,4368.47067
24.6,4389.21963
25.2,4410.03957
25.8,4431.75631
26.4,4454.39109
27.0,4477.51538
27.6,4501.58028
28.2,4526.13787
28.8,4551.65728
29.4,4578.15782
30.0,4605.16275
30.6,4633.16781
31.2,4661.67738
31.8,4691.72719
32.4,4722.29817
33.0,4753.38027
33.6,4786.06143
34.2,4819.26799
34.8,4854.12196
35.4,4889.51368
36.0,4926.01512
36.6,4963.63989
37.2,5002.40102
37.8,5042.31098
38.4,5083.38165
39.0,5125.62435
39.6,5169.04982
40.2,5214.30964
40.8,5260.78787
41.4,5308.49319
42.0,20090.37643
42.6,20280.41422
43.2,20476.71167
43.8,20679.34295
44.4,20888.3788
45.0,21103.18308
45.6,20888.3788
46.2,20679.34295
46.8,20476.71167
47.4,20280.41422
48.0,20090.37643
48.6,19905.86336
49.2,19726.81789
49.8,19552.53856
50.4,19384.25351
51.0,19220.62236
51.6,19061.6013
52.2,8193.29873
52.8,8128.60142
53.4,8065.39677
54.0,8004.26393
54.6,7945.17218
55.2,7887.52331
55.8,7831.31049
56.4,7777.07529
57.0,7724.24294
57.6,7673.33591
58.2,7632.16876
58.8,7656.02926
59.4,7789.47084
60.0,7928.91645
60.6,8073.54749
61.2,8225.14249
61.8,8383.75954
62.4,8548.56859
63.0,8721.38177
63.6,8903.15203
64.2,9093.04987
64.8,9292.02717
65.4,9501.04857
66.0,9721.09047
66.6,9952.22432
67.2,10195.43447
67.8,10452.63838
68.4,10724.8497
69.0,11012.15692
69.6,11316.50989
70.2,11639.87805
70.8,11983.30572
71.4,12349.73101
72.0,12739.27098
72.6,13156.79125
73.2,13604.33787
73.8,14083.96308
74.4,14601.57009
75.0,15159.25077
75.6,15466.0216
76.2,15426.41903
76.8,15388.50532
77.4,15352.50602
78.0,15318.4023
78.6,15285.98211
79.2,15255.62064
79.8,15226.75028
80.4,15199.89635
81.0,15174.70316
81.6,15151.179
82.2,15129.46215
82.8,15109.52865
83.4,15091.24412
84.0,15074.61456
84.6,15059.64545
85.2,15046.42021
85.8,15034.84383
86.4,15024.92013
87.0,15016.6995
87.6,15010.11662
88.2,15005.14742
88.8,15001.85642
89.4,15000.20803
90.0,15000.0
90.6,15000.20803
91.2,15001.85642
91.8,15005.14742
92.4,15010.11662
93.0,15016.6995
93.6,15024.92013
94.2,15034.84383
94.8,15046.42021
95.4,15059.64545
